time,open,high,low,close,volume
2026-06-19T20:30:00+00:00,4315.76,4324.91,4265.69,4266.68,45153
2026-06-20T00:30:00+00:00,4266.69,4273.31,4239.93,4246.6,46885
2026-06-20T04:30:00+00:00,4246.59,4276.67,4214.06,4219.4,57003
2026-06-20T08:30:00+00:00,4219.4,4233.23,4201.65,4209.16,40893
2026-06-20T12:30:00+00:00,4212.38,4213.32,4184.16,4190.31,21974
2026-06-20T16:30:00+00:00,4190.34,4194.6,4125.07,4125.73,37870
2026-06-20T20:30:00+00:00,4125.72,4178.6,4121.9,4169.18,43947
2026-06-21T00:30:00+00:00,4169.19,4180.11,4141.88,4178.93,40572
2026-06-21T04:30:00+00:00,4179.03,4182.96,4142.61,4155.66,38981
2026-06-21T08:30:00+00:00,4155.75,4155.77,4155.75,4155.77,2
2026-06-23T12:30:00+00:00,4149.03,4200.9,4136.48,4200.84,30251
2026-06-23T16:30:00+00:00,4200.87,4220.62,4170.7,4181.75,44169
2026-06-23T20:30:00+00:00,4181.59,4207.38,4179.36,4197.32,42480
2026-06-24T00:30:00+00:00,4197.41,4215.07,4192.34,4193.46,39587
2026-06-24T04:30:00+00:00,4193.55,4210.71,4169.9,4189.87,55026
2026-06-24T08:30:00+00:00,4190.3,4193.75,4177.15,4191.39,34980
2026-06-24T12:30:00+00:00,4191.98,4195.37,4178.2,4193.25,19105
2026-06-24T16:30:00+00:00,4193.25,4198.35,4114.9,4118.22,45445
2026-06-24T20:30:00+00:00,4118.12,4137.53,4090.85,4105.29,51345
2026-06-25T00:30:00+00:00,4105.32,4133.21,4104.01,4113.25,45224
2026-06-25T04:30:00+00:00,4113.35,4144.73,4105.41,4134.24,54937
2026-06-25T08:30:00+00:00,4134.21,4139.8,4107.43,4110.32,38638
2026-06-25T12:30:00+00:00,4113.01,4115.19,4081.06,4097.33,30976
2026-06-25T16:30:00+00:00,4097.27,4102.27,4050.43,4064.45,50633
2026-06-25T20:30:00+00:00,4064.43,4097.57,4060.77,4076.37,46936
2026-06-26T00:30:00+00:00,4076.36,4079.24,3987.69,3987.79,49001
2026-06-26T04:30:00+00:00,3987.89,4041.87,3964.63,4006.66,59748
2026-06-26T08:30:00+00:00,4006.65,4011.3,3959.13,3999.13,50942
2026-06-26T12:30:00+00:00,4006.44,4018.71,3978.5,3991.49,28098
2026-06-26T16:30:00+00:00,3991.49,4005.91,3963.2,3996.02,51006
2026-06-26T20:30:00+00:00,3995.96,4002.11,3971.46,3989.27,47351
2026-06-27T00:30:00+00:00,3989.29,4019.15,3973.77,4012.51,42370
2026-06-27T04:30:00+00:00,4012.34,4044.1,3999.17,4028.72,59992
2026-06-27T08:30:00+00:00,4028.72,4044.29,4021.87,4026.65,40838
2026-06-27T12:30:00+00:00,4028.75,4036.6,4011.47,4020.3,27456
2026-06-27T16:30:00+00:00,4020.29,4029.51,3983.14,4011.29,47270
2026-06-27T20:30:00+00:00,4011.64,4039.96,4005.84,4030.96,45274
2026-06-28T00:30:00+00:00,4030.98,4061.55,4029.63,4058.97,41764
2026-06-28T04:30:00+00:00,4058.96,4096.07,4043.38,4085.06,54753
2026-06-28T08:30:00+00:00,4085.07,4088.26,4064.53,4081.22,36044
2026-06-30T12:30:00+00:00,4079.2,4086.14,4048.28,4069.24,30181
2026-06-30T16:30:00+00:00,4069.46,4075.65,4049.61,4052.32,44316
2026-06-30T20:30:00+00:00,4051.88,4068.67,4039.36,4047.28,43856
2026-07-01T00:30:00+00:00,4047.29,4055.3,4025.16,4043.67,40739
2026-07-01T04:30:00+00:00,4043.68,4051.76,4000.66,4023.9,49960
2026-07-01T08:30:00+00:00,4023.94,4032.04,4005.38,4016.68,28481
2026-07-01T12:30:00+00:00,4018.17,4022.45,3980.0,3987.26,24491
2026-07-01T16:30:00+00:00,3987.11,3997.88,3943.08,3985.59,47554
2026-07-01T20:30:00+00:00,3985.59,4037.74,3975.23,4015.58,46437
2026-07-02T00:30:00+00:00,4015.23,4037.27,4008.75,4010.23,38794
2026-07-02T04:30:00+00:00,4010.05,4063.44,4009.36,4026.13,51204
2026-07-02T08:30:00+00:00,4026.13,4033.84,4006.55,4007.59,31217
2026-07-02T12:30:00+00:00,4012.31,4018.32,3993.11,3996.65,23553
2026-07-02T16:30:00+00:00,3996.64,3999.71,3970.23,3976.57,41801
2026-07-02T20:30:00+00:00,3976.65,3984.44,3960.17,3974.55,43100
