time,open,high,low,close,volume
2026-09-15T14:30:00+00:00,4284.43,4286.19,4275.6,4278.28,3903
2026-09-15T14:45:00+00:00,4278.23,4283.2,4274.11,4277.02,3729
2026-09-15T15:00:00+00:00,4277.01,4286.34,4276.66,4285.27,3602
2026-09-15T15:15:00+00:00,4285.24,4287.67,4282.19,4283.84,3399
2026-09-15T15:30:00+00:00,4284.1,4290.49,4281.38,4287.72,3492
2026-09-15T15:45:00+00:00,4287.72,4294.95,4285.01,4289.35,3444
2026-09-15T16:00:00+00:00,4289.38,4291.87,4286.12,4286.44,3167
2026-09-15T16:15:00+00:00,4286.44,4297.24,4285.55,4295.67,3211
2026-09-15T16:30:00+00:00,4295.69,4298.0,4291.39,4296.66,3028
2026-09-15T16:45:00+00:00,4296.73,4298.43,4294.95,4295.62,2649
2026-09-15T17:00:00+00:00,4295.73,4299.21,4290.13,4295.5,3109
2026-09-15T17:15:00+00:00,4295.29,4296.58,4291.41,4293.19,2993
2026-09-15T17:30:00+00:00,4293.1,4299.22,4292.31,4293.22,2670
2026-09-15T17:45:00+00:00,4293.23,4296.25,4293.14,4294.96,2454
2026-09-15T18:00:00+00:00,4294.98,4304.47,4292.94,4302.41,2999
2026-09-15T18:15:00+00:00,4302.6,4307.0,4301.95,4304.8,3226
2026-09-15T18:30:00+00:00,4304.78,4308.52,4301.66,4304.64,2819
2026-09-15T18:45:00+00:00,4304.64,4310.48,4304.32,4308.7,2803
2026-09-15T19:00:00+00:00,4309.11,4310.79,4300.2,4300.2,2854
2026-09-15T19:15:00+00:00,4300.39,4302.61,4298.19,4301.24,2519
2026-09-15T19:30:00+00:00,4301.07,4302.66,4296.81,4296.81,2537
2026-09-15T19:45:00+00:00,4297.13,4299.97,4294.11,4297.76,2664
2026-09-15T20:00:00+00:00,4297.66,4299.21,4295.42,4296.23,1746
2026-09-15T20:15:00+00:00,4296.23,4297.03,4293.84,4294.1,1440
2026-09-15T20:30:00+00:00,4294.5,4296.23,4291.69,4292.98,1397
2026-09-15T20:45:00+00:00,4292.98,4294.49,4291.86,4294.16,1387
2026-09-15T22:00:00+00:00,4295.28,4296.05,4292.69,4293.12,1318
2026-09-15T22:15:00+00:00,4292.86,4299.17,4291.58,4298.5,1979
2026-09-15T22:30:00+00:00,4298.5,4299.15,4294.35,4294.86,1663
2026-09-15T22:45:00+00:00,4294.83,4295.58,4288.59,4288.71,1838
2026-09-15T23:00:00+00:00,4288.74,4289.57,4284.92,4286.28,2136
2026-09-15T23:15:00+00:00,4286.04,4287.39,4281.9,4284.53,1731
2026-09-15T23:30:00+00:00,4284.5,4287.92,4282.42,4284.78,2106
2026-09-15T23:45:00+00:00,4284.6,4286.4,4280.96,4283.7,2014
2026-09-16T00:00:00+00:00,4283.43,4284.79,4280.41,4282.71,2592
2026-09-16T00:15:00+00:00,4282.72,4286.31,4281.51,4284.27,2335
2026-09-16T00:30:00+00:00,4284.27,4285.83,4279.63,4283.76,2348
2026-09-16T00:45:00+00:00,4283.87,4285.25,4275.5,4277.61,2735
2026-09-16T01:00:00+00:00,4277.32,4288.04,4276.51,4287.31,3490
2026-09-16T01:15:00+00:00,4287.31,4293.74,4284.51,4290.7,2957
2026-09-16T01:30:00+00:00,4290.63,4291.46,4285.8,4288.76,2851
2026-09-16T01:45:00+00:00,4288.82,4289.17,4280.11,4282.46,2815
2026-09-16T02:00:00+00:00,4282.54,4294.99,4281.83,4292.4,2998
2026-09-16T02:15:00+00:00,4292.2,4300.81,4289.94,4299.12,2736
2026-09-16T02:30:00+00:00,4298.97,4316.03,4298.45,4311.15,3716
2026-09-16T02:45:00+00:00,4311.15,4323.61,4310.82,4321.46,3326
2026-09-16T03:00:00+00:00,4321.47,4338.83,4321.46,4337.03,3532
2026-09-16T03:15:00+00:00,4337.21,4340.89,4331.73,4331.82,3269
2026-09-16T03:30:00+00:00,4331.85,4332.68,4325.85,4326.94,2800
2026-09-16T03:45:00+00:00,4327.0,4328.14,4322.68,4327.22,2481
2026-09-16T04:00:00+00:00,4327.19,4328.76,4325.39,4327.02,2202
2026-09-16T04:15:00+00:00,4327.05,4328.57,4323.21,4325.65,2074
2026-09-16T04:30:00+00:00,4325.63,4328.45,4322.8,4323.12,1813
2026-09-16T04:45:00+00:00,4322.9,4323.52,4320.57,4321.86,1900
2026-09-16T05:00:00+00:00,4321.86,4324.71,4320.61,4321.51,2370
2026-09-16T05:15:00+00:00,4321.49,4327.19,4321.41,4324.83,2342
2026-09-16T05:30:00+00:00,4324.83,4333.11,4324.39,4332.92,3138
2026-09-16T05:45:00+00:00,4332.91,4333.78,4326.24,4326.24,2917
2026-09-16T06:00:00+00:00,4326.58,4332.13,4321.55,4325.77,3230
2026-09-16T06:15:00+00:00,4325.7,4330.3,4324.72,4327.18,2805
2026-09-16T06:30:00+00:00,4327.04,4328.45,4323.6,4328.24,2691
2026-09-16T06:45:00+00:00,4328.19,4333.17,4325.27,4333.06,2817
